	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
6244	silver/p38/d2043	no	downward_monotone	neutral	Tom	macho	noun_hypernym_obj	There 's no way I 'm leaving you here alone with macho .	There 's no way I 'm leaving you here alone with Tom .
6245	silver/p38/d2043	no	downward_monotone	entailment	Tom	male child	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with male child .
6246	silver/p38/d2043	no	downward_monotone	neutral	Tom	male child	noun_hypernym_obj	There 's no way I 'm leaving you here alone with male child .	There 's no way I 'm leaving you here alone with Tom .
6247	silver/p38/d2043	no	downward_monotone	entailment	Tom	boy	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with boy .
6248	silver/p38/d2043	no	downward_monotone	neutral	Tom	boy	noun_hypernym_obj	There 's no way I 'm leaving you here alone with boy .	There 's no way I 'm leaving you here alone with Tom .
6249	silver/p38/d2043	no	downward_monotone	entailment	Tom	male offspring	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with male offspring .
6250	silver/p38/d2043	no	downward_monotone	neutral	Tom	male offspring	noun_hypernym_obj	There 's no way I 'm leaving you here alone with male offspring .	There 's no way I 'm leaving you here alone with Tom .
6251	silver/p38/d2043	no	downward_monotone	entailment	Tom	man-child	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man-child .
6252	silver/p38/d2043	no	downward_monotone	neutral	Tom	man-child	noun_hypernym_obj	There 's no way I 'm leaving you here alone with man-child .	There 's no way I 'm leaving you here alone with Tom .
6253	silver/p38/d2043	no	downward_monotone	entailment	Tom	man	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man .
6254	silver/p38/d2043	no	downward_monotone	neutral	Tom	man	noun_hypernym_obj	There 's no way I 'm leaving you here alone with man .	There 's no way I 'm leaving you here alone with Tom .
6255	silver/p38/d2043	no	downward_monotone	entailment	Tom	adult male	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with adult male .
6256	silver/p38/d2043	no	downward_monotone	neutral	Tom	adult male	noun_hypernym_obj	There 's no way I 'm leaving you here alone with adult male .	There 's no way I 'm leaving you here alone with Tom .
6257	silver/p38/d2043	no	downward_monotone	entailment	Tom	man	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man .
6258	silver/p38/d2043	no	downward_monotone	neutral	Tom	man	noun_hypernym_obj	There 's no way I 'm leaving you here alone with man .	There 's no way I 'm leaving you here alone with Tom .
6259	silver/p38/d2043	no	downward_monotone	entailment	Tom	man	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man .
6260	silver/p38/d2043	no	downward_monotone	neutral	Tom	man	noun_hypernym_obj	There 's no way I 'm leaving you here alone with man .	There 's no way I 'm leaving you here alone with Tom .
6261	silver/p38/d2043	no	downward_monotone	entailment	Tom	mother's son	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with mother's son .
6262	silver/p38/d2043	no	downward_monotone	neutral	Tom	mother's son	noun_hypernym_obj	There 's no way I 'm leaving you here alone with mother's son .	There 's no way I 'm leaving you here alone with Tom .
6263	silver/p38/d2043	no	downward_monotone	entailment	Tom	sirrah	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with sirrah .
6264	silver/p38/d2043	no	downward_monotone	neutral	Tom	sirrah	noun_hypernym_obj	There 's no way I 'm leaving you here alone with sirrah .	There 's no way I 'm leaving you here alone with Tom .
6265	silver/p38/d3305	no	downward_monotone	entailment	no evidence that the story is based on his own experience	no experience	simple	There is no experience .	There is no evidence that the story is based on his own experience .
6266	silver/p38/d3305	no	downward_monotone	neutral	experience	education	noun_hypernym_obj	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own education .
6267	silver/p38/d3305	no	downward_monotone	entailment	experience	education	noun_hypernym_obj	There is no evidence that the story is based on his own education .	There is no evidence that the story is based on his own experience .
6268	silver/p38/d3305	no	downward_monotone	entailment	experience	familiarization	noun_hyponym_obj	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own familiarization .
6269	silver/p38/d3305	no	downward_monotone	neutral	experience	familiarization	noun_hypernym_obj	There is no evidence that the story is based on his own familiarization .	There is no evidence that the story is based on his own experience .
6270	silver/p38/d3305	no	downward_monotone	entailment	experience	familiarisation	noun_hyponym_obj	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own familiarisation .
6271	silver/p38/d3305	no	downward_monotone	neutral	experience	familiarisation	noun_hypernym_obj	There is no evidence that the story is based on his own familiarisation .	There is no evidence that the story is based on his own experience .
6272	silver/p38/d3305	no	downward_monotone	entailment	experience	woodcraft	noun_hyponym_obj	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own woodcraft .
6273	silver/p38/d3305	no	downward_monotone	neutral	experience	woodcraft	noun_hypernym_obj	There is no evidence that the story is based on his own woodcraft .	There is no evidence that the story is based on his own experience .
6274	silver/p38/d3476	no	downward_monotone	entailment	No problem .	no .	simple	no . Come again soon .	No problem . Come again soon .
6275	silver/p38/d1667	no	downward_monotone	neutral	classes	gatherings	noun_hypernym_obj	There are no classes today .	There are no gatherings today .
6276	silver/p38/d1667	no	downward_monotone	entailment	classes	gatherings	noun_hypernym_obj	There are no gatherings today .	There are no classes today .
6277	silver/p38/d1667	no	downward_monotone	neutral	classes	assemblages	noun_hypernym_obj	There are no classes today .	There are no assemblages today .
6278	silver/p38/d1667	no	downward_monotone	entailment	classes	assemblages	noun_hypernym_obj	There are no assemblages today .	There are no classes today .
6279	silver/p38/d1667	no	downward_monotone	entailment	classes	master classes	noun_hyponym_obj	There are no classes today .	There are no master classes today .
6280	silver/p38/d1667	no	downward_monotone	neutral	classes	master classes	noun_hypernym_obj	There are no master classes today .	There are no classes today .
6281	silver/p38/d1667	no	downward_monotone	entailment	classes	sections	noun_hyponym_obj	There are no classes today .	There are no sections today .
6282	silver/p38/d1667	no	downward_monotone	neutral	classes	sections	noun_hypernym_obj	There are no sections today .	There are no classes today .
6283	silver/p38/d1667	no	downward_monotone	entailment	classes	discussion sections	noun_hyponym_obj	There are no classes today .	There are no discussion sections today .
6284	silver/p38/d1667	no	downward_monotone	neutral	classes	discussion sections	noun_hypernym_obj	There are no discussion sections today .	There are no classes today .
6285	silver/p38/d2453	no	downward_monotone	entailment	No body except the king	no king	simple	no king admires the king .	No body except the king admires the king .
6286	silver/p38/d2453	no	downward_monotone	entailment	king	king of england	verb_hyponym	No body except the king admires the king .	No body except the king of england admires the king of england .
6287	silver/p38/d2453	no	downward_monotone	neutral	king	king of england	verb_hyponym	No body except the king of england admires the king of england .	No body except the king admires the king .
6288	silver/p38/d2453	no	downward_monotone	entailment	king	king of great britain	verb_hyponym	No body except the king admires the king .	No body except the king of great britain admires the king of great britain .
6289	silver/p38/d2453	no	downward_monotone	neutral	king	king of great britain	verb_hyponym	No body except the king of great britain admires the king of great britain .	No body except the king admires the king .
6290	silver/p38/d2453	no	downward_monotone	neutral	king	sovereign	verb_hypernym	No body except the king admires the king .	No body except the sovereign admires the sovereign .
6291	silver/p38/d2453	no	downward_monotone	entailment	king	sovereign	verb_hypernym	No body except the sovereign admires the sovereign .	No body except the king admires the king .
6292	silver/p38/d2453	no	downward_monotone	neutral	king	crowned head	verb_hypernym	No body except the king admires the king .	No body except the crowned head admires the crowned head .
6293	silver/p38/d2453	no	downward_monotone	entailment	king	crowned head	verb_hypernym	No body except the crowned head admires the crowned head .	No body except the king admires the king .
6294	silver/p38/d2453	no	downward_monotone	neutral	king	monarch	verb_hypernym	No body except the king admires the king .	No body except the monarch admires the monarch .
6295	silver/p38/d2453	no	downward_monotone	entailment	king	monarch	verb_hypernym	No body except the monarch admires the monarch .	No body except the king admires the king .
6296	silver/p38/d2453	no	downward_monotone	entailment	king	King of England	noun_hyponym	No body except the king admires the king .	No body except the King of England admires the King of England .
6297	silver/p38/d2453	no	downward_monotone	neutral	king	King of England	noun_hyponym	No body except the King of England admires the King of England .	No body except the king admires the king .
6298	silver/p38/d2453	no	downward_monotone	entailment	king	King of Great Britain	noun_hyponym	No body except the king admires the king .	No body except the King of Great Britain admires the King of Great Britain .
6299	silver/p38/d2453	no	downward_monotone	neutral	king	King of Great Britain	noun_hyponym	No body except the King of Great Britain admires the King of Great Britain .	No body except the king admires the king .
6300	silver/p38/d2453	no	downward_monotone	neutral	king	sovereign	noun_hypernym	No body except the king admires the king .	No body except the sovereign admires the sovereign .
6301	silver/p38/d2453	no	downward_monotone	entailment	king	sovereign	noun_hypernym	No body except the sovereign admires the sovereign .	No body except the king admires the king .
6302	silver/p38/d2453	no	downward_monotone	neutral	king	crowned head	noun_hypernym	No body except the king admires the king .	No body except the crowned head admires the crowned head .
6303	silver/p38/d2453	no	downward_monotone	entailment	king	crowned head	noun_hypernym	No body except the crowned head admires the crowned head .	No body except the king admires the king .
6304	silver/p38/d2453	no	downward_monotone	neutral	king	monarch	noun_hypernym	No body except the king admires the king .	No body except the monarch admires the monarch .
6305	silver/p38/d2453	no	downward_monotone	entailment	king	monarch	noun_hypernym	No body except the monarch admires the monarch .	No body except the king admires the king .
6306	silver/p38/d2834	no	downward_monotone	entailment	no sign of evening	no evening	simple	Land prices still show no evening out .	Land prices still show no sign of evening out .
6307	silver/p38/d2834	no	downward_monotone	neutral	evening	time period	noun_hypernym_obj	Land prices still show no sign of evening out .	Land prices still show no sign of time period out .
6308	silver/p38/d2834	no	downward_monotone	entailment	evening	time period	noun_hypernym_obj	Land prices still show no sign of time period out .	Land prices still show no sign of evening out .
